"time, s","CPT, N","FB, m","ICP1, g","LC, N","LP1, m","PPT5858, kPa","PPT5859, kPa","rpm, rpm"
1134.80004883,-7.92219285426,0.118377793994,0.00420598080955,-51.159387034,0.00206261891125,117.673475396,123.410891974,999.0
1135.80395508,-7.92519228098,0.118377684984,0.00420594062191,-51.1701054033,0.00206500010804,117.661775664,123.406232317,999.0
1136.80297852,-7.92823083508,0.118377581395,0.00420574758109,-51.1807992616,0.0020673945932,117.650141187,123.401587009,999.0
1137.80895996,-7.93131588121,0.118377474242,0.00420569922726,-51.1914890131,0.0020698016762,117.638571426,123.396955927,999.0
1138.8170166,-7.93443661702,0.11837737508,0.0042056408696,-51.2021741053,0.00207222095283,117.627068467,123.392340641,999.0
1139.79394531,-7.93758296891,0.118377265817,0.00420556951032,-51.2128264274,0.00207465170417,117.615632983,123.38774219,999.0
1140.80102539,-7.94076495215,0.118377168097,0.00420529478332,-51.2234744538,0.00207709403679,117.604262464,123.383159243,999.0
1141.79003906,-7.94397288699,0.118377062062,0.00420514185515,-51.2341144298,0.00207954744213,117.592953503,123.378589811,999.0
1142.80700684,-7.94721557961,0.118376951325,0.00420517594386,-51.2447368647,0.00208201161085,117.581710027,123.374035803,999.0
1143.79101562,-7.95048027989,0.118376843522,0.0042049754048,-51.2553599528,0.00208448571889,117.570530354,123.36949768,999.0
1144.81896973,-7.9537776673,0.118376731954,0.00420477689486,-51.2659329639,0.00208696952678,117.559412475,123.364973427,999.0
1145.77697754,-7.95707798421,0.118376622662,0.00420451467856,-51.2764884552,0.00208946213885,117.548363214,123.360461831,999.0
1146.78295898,-7.96038266929,0.118376510926,0.00420435677211,-51.2870230248,0.00209196304384,117.537366881,123.35596082,999.0
1147.79003906,-7.96369090688,0.118376405411,0.00420405305299,-51.2975290642,0.00209447228673,117.526427412,123.351470844,999.0
1148.78796387,-7.96700888361,0.118376297618,0.00420388219006,-51.3080096298,0.00209698921003,117.515542766,123.346988738,999.0
1149.80200195,-7.97028859339,0.118376201197,0.00420361950913,-51.3184529818,0.00209951355207,117.504711541,123.342513768,999.0
1150.80200195,-7.97356064313,0.118376097802,0.0042033623591,-51.3288746901,0.00210204454865,117.493933059,123.338045381,999.0
1151.80102539,-7.97680487313,0.118375994899,0.00420309452683,-51.3392540441,0.00210458095744,117.483204199,123.333581192,999.0
1152.78796387,-7.98002079214,0.118375895606,0.00420286540001,-51.3495754045,0.00210712387159,117.472522197,123.329117597,999.0
1153.79003906,-7.98320026946,0.118375792292,0.00420262550385,-51.3598414037,0.00210967140445,117.461888282,123.32465601,999.0
1154.79699707,-7.98633819339,0.118375689323,0.00420236707521,-51.3700700368,0.00211222426301,117.451299371,123.320193703,999.0
1155.79394531,-7.9894414072,0.118375591959,0.00420206639201,-51.3802235165,0.00211478014986,117.440755495,123.315731156,999.0
1156.78894043,-7.99248809712,0.118375495711,0.0042017366331,-51.3903199257,0.00211733947209,117.430252424,123.311265142,999.0
1157.79296875,-7.9954754907,0.11837540449,0.00420154323836,-51.4003470627,0.00211990257799,117.419789182,123.306793346,999.0
1158.78796387,-7.99840216722,0.118375319473,0.00420131139307,-51.410327692,0.00212246944589,117.409363197,123.302315058,999.0
1159.79394531,-8.00127733723,0.11837523583,0.00420100855185,-51.4202621465,0.00212503877632,117.398973036,123.297829003,999.0
1160.77294922,-8.00408806882,0.118375157178,0.00420083084477,-51.4301031503,0.00212761039732,117.388614616,123.293330838,999.0
1161.81298828,-8.00683320349,0.118375083622,0.00420069532001,-51.4398819965,0.00213018439077,117.378288881,123.288820813,999.0
1162.81396484,-8.00950590071,0.1183750137,0.00420053142664,-51.4495736939,0.00213275967725,117.367994734,123.284298189,999.0
1163.77600098,-8.01211234315,0.118374949213,0.00420047062826,-51.4591575853,0.00213533719268,117.357732003,123.279763442,999.0
1164.80395508,-8.0146651302,0.118374884128,0.00420041821095,-51.4686805515,0.00213791629584,117.347500672,123.275216323,999.0
1165.81494141,-8.01714208779,0.118374827709,0.00420044886849,-51.4781348491,0.00214049721827,117.33729845,123.270654699,999.0
1166.79797363,-8.01955070902,0.118374775064,0.00420045245497,-51.4874791177,0.00214307920452,117.327127616,123.266081515,999.0
1167.7800293,-8.02190029817,0.118374729163,0.00420051645608,-51.4967395033,0.00214566295361,117.316985334,123.261495027,999.0
1168.79199219,-8.02417121009,0.118374687965,0.00420082858274,-51.5059459284,0.00214824836728,117.306872159,123.256894914,999.0
